行星车,中文名称,英文名称,国籍,研发机构,任务类型,质量,运载火箭,发射日期,发射基地,登陆日期,登陆地点,行驶里程,结束日期,国际卫星标识符,备注,NORAD,image,文件名
白兔R-M1,,Hakuto-R M1,日本,"[[i空间]], [[阿里安航天公司]]",深空探测（月球）,~1000 kg; 340 kg (dry),[[猎鹰9号]] v1.2 (Block 5),2022年12月11日,[[卡纳维拉尔角太空军基地|卡]] SLC-40,,,,,2022-168A,,54696,"Hakuto-R M1, M2.jpg",
